store,cbsa,address,city,state,zip,lat,lon,ccia,capis,ogpMarketName,status
5414,"New York-Newark-Jersey City, NY-NJ-PA",580 Us Highway 9,Lanoka Harbor,NJ,08734-2210,39.858682,-74.179298,Update Existing (Front),Split Backroom,Philadelphia,Open
5416,"Dallas-Fort Worth-Arlington, TX",915 E Randol Mill Rd,Arlington,TX,76011-6017,32.750943,-97.095548,,Cart Storage,Dallas Central,Open
5417,"Louisville-Jefferson County, KY-IN",175 Outer Loop,Louisville,KY,40214-5544,38.128945,-85.779878,,Centennial,Louisville North,Open
5418,"Louisville-Jefferson County, KY-IN",2020 Bashford Manor Ln,Louisville,KY,40218-2114,38.199176,-85.667473,Tenant,Centennial,Louisville North,Open
5419,"Memphis, TN-MS-AR",2600 Mcingvale Rd,Hernando,MS,38632-8658,34.822373,-89.968726,,Expansion (Ambient),Memphis,Open
5420,"Orlando-Kissimmee-Sanford, FL",3250 Vineland Rd,Kissimmee,FL,34746-4893,28.341633,-81.486426,,Centennial,Orlando,Open
5421,"St. Louis, MO-IL",45 Sutters Mill Road,St. Peters,MO,63376-0000,38.778781,-90.580158,,NHM Rear,St Louis,Open
5423,"Las Vegas-Henderson-Paradise, NV",6570 E Lake Mead Blvd,Las Vegas,NV,89156-7044,36.196501,-115.029009,,WNM Modified CSD,Las Vegas,Open
5424,"Medford, OR",11500 Hannon Rd,Eagle Point,OR,97524-9598,42.469192,-122.813892,,Modified Split Backroom,Grants Pass,Open
5425,"Riverside-San Bernardino-Ontario, CA",1861 S San Jacinto Ave,San Jacinto,CA,92583-5605,33.767907,-116.955551,,Centennial,San Diego,Open
5427,"St. Louis, MO-IL",3031 Mid Rivers Mall Drive,St. Peters,MO,63376-0000,38.774005,-90.626038,Customer Service Desk,WNM Rear Split,St Louis,Open
5428,"Phoenix-Mesa-Scottsdale, AZ",1710 S Greenfield Rd,Mesa,AZ,85206-3481,33.384593,-111.739743,,Centennial Split High,Phoenix East,Open
5429,"Phoenix-Mesa-Scottsdale, AZ",14111 N Prasada Gateway Ave,Surprise,AZ,85388-2201,33.612439,-112.420708,,Expansion (Ambient),Glendale,Open
5430,"Albuquerque, NM",3500 Coors Blvd Sw,Albuquerque,NM,87121-5274,35.026091,-106.710858,In-Lane,Stockroom Middle High,Albuqueque,Open
5432,"Minneapolis-St. Paul-Bloomington, MN-WI",250 Richmond Way,New Richmond,WI,54017-6829,45.099222,-92.540361,,Other (Non-Proto),Madison,Open
5433,"Hot Springs, AR",3604 N Highway 7,Hot Springs Village,AR,71909-9607,34.632394,-93.055836,,Small SC Side Stockroom,Little Rock,Open
5435,"San Jose-Sunnyvale-Santa Clara, CA",777 Story Rd,San Jose,CA,95122-2628,37.330994,-121.860431,,Other (Non-Proto),San Jose,Open
5438,"Milwaukee-Waukesha-West Allis, WI",15205 West Greenfield Avenue,New Berlin,WI,53151-5154,43.014582,-88.104212,,Split Backroom High,Milwaukee,Open
5439,"New Haven-Milford, CT",315 Foxon Blvd,New Haven,CT,06513-2355,41.320072,-72.876921,,Split Backroom,New Haven,Open
5441,"Topeka, KS",2600 Nw Rochester Rd,Topeka,KS,66617-1270,39.093858,-95.671781,,Stockroom Middle,Topeka,Open
5442,"Chicago-Naperville-Elgin, IL-IN-WI",1050 N Rohlwing Rd,Addison,IL,60101-1034,41.949813,-88.034013,,Other (Non-Proto),Chicago,Open
5443,"Indianapolis-Carmel-Anderson, IN",4650 S Emerson Ave,Indianapolis,IN,46203-5932,39.699603,-86.085461,,Centennial Split High,Indianapolis,Open
5444,Remaining US,10305 Country Club Road,Ironwood,MI,49938-9627,46.470308,-90.127186,,Tenant,Marquette,Open
5445,"Erie, PA",2711 Elm St,Erie,PA,16504-2935,42.122991,-80.041162,,Combined Stockroom Alt,Erie,Open
5446,Remaining US,405 Murtha Dr,Waynesburg,PA,15370-7010,39.893906,-80.126499,,Centennial,Pittsburgh,Open
5448,"Providence-Warwick, RI-MA",160 Broadway,Raynham,MA,02767-1414,41.935116,-71.085821,,Tenant,Cambridge,Open
5449,"Houston-The Woodlands-Sugar Land, TX",9929 Hwy 6,Missouri City,TX,77459-4149,29.536554,-95.516649,,Split Backroom,Houston,Open
5450,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",75 North East Plz,North East,MD,21901-3617,39.610029,-75.951518,Existing (Front),Modified Split,West Philadelphia,Open
5452,"Evansville, IN-KY",2500 N. First Avenue,Evansville,IN,47710-0000,38.002606,-87.575764,,NHM Rear,Louisville South,Open
5455,"Palm Bay-Melbourne-Titusville, FL",1040 Malabar Rd Se,Palm Bay,FL,32907-3251,27.996703,-80.641856,In-Lane,Centennial,Palm Bay,Open
5458,Remaining US,37 Stafford Ln,Delta,CO,81416-3465,38.749201,-108.054131,,Combined Stockroom,Grand Junction,Open
5459,"Starkville, MS",105 Market Street,Starkville,MS,39759-0000,33.479555,-88.794003,Customer Service,NHM Rear,Starkville,Open
5460,"Corpus Christi, TX",2000 Us Highway 181,Portland,TX,78374-4172,27.894372,-97.305501,,Combined Stockroom,Corpus Christi,Open
5461,"Portland-Vancouver-Hillsboro, OR-WA",14505 Ne Fourth Plain Blvd,Vancouver,WA,98682-5003,45.669526,-122.523391,,Split Backroom,Portland/Vancouver,Open
5462,"Portland-Vancouver-Hillsboro, OR-WA",430 Se 192nd Ave,Vancouver,WA,98683-9531,45.618336,-122.479844,,Centennial Split,Portland/Vancouver,Open
5463,"Milwaukee-Waukesha-West Allis, WI",1220 Theil St,Hartford,WI,53027-1448,43.325177,-88.400625,,Stockroom Middle High,Milwaukee,Open
5464,"Houma-Thibodaux, LA",224 W Main St,Thibodaux,LA,70301-5426,29.774315,-90.818157,,WNM Rear Split,Thibodaux,Open
5466,"Columbus, OH",1693 Stringtown Rd,Grove City,OH,43123-8265,39.875241,-83.042617,,Centennial Split High,Columbus-OH,Open
5469,"York-Hanover, PA",1881 Baltimore Pike,Hanover,PA,17331-9605,39.760843,-76.962003,,Stockroom Middle High,Harrisburg,Open
5471,"Mansfield, OH",2485 Possum Run Rd,Mansfield,OH,44903-9447,40.691738,-82.508106,,Centennial,Findlay,Open
5472,"Ann Arbor, MI",7000 E Michigan Ave,Saline,MI,48176-9514,42.188782,-83.734855,,Beverage Alcove High,Ann Arbor,Open
5476,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",820 Cooper St,Woodbury,NJ,08096-2598,39.832612,-75.129309,In-Lane,Other (Non-Proto),Philadelphia,Open
5477,"Jefferson City, MO",401 Supercenter Dr,Jefferson City,MO,65101-8190,38.541052,-92.118763,,Centennial,Columbia MO,Open
5479,"Austin-Round Rock, TX",1548 Fm 685,Pflugerville,TX,78660-3576,30.453633,-97.607004,,Centennial,Round Rock,Open
5480,"Austin-Round Rock, TX",4700 E Palm Valley Blvd,Round Rock,TX,78665-2580,30.533911,-97.611389,,Stockroom Middle High,Round Rock,Open
5481,"Charlotte-Concord-Gastonia, NC-SC",9820 Callabridge Ct,Charlotte,NC,28216-7669,35.329535,-80.945755,,Rear Backroom,Charlotte,Open
5483,"Indianapolis-Carmel-Anderson, IN",882 S. State Road 135,Greenwood,IN,46143-0000,39.602831,-86.162314,,Split Backroom High,Indianapolis,Open
5487,"Greenville-Anderson-Mauldin, SC",9 Benton Rd,Travelers Rest,SC,29690-2168,34.960418,-82.430967,,Stockroom Middle High,Greenville North,Open
5488,"Virginia Beach-Norfolk-Newport News, VA-NC",7530 Tidewater Dr,Norfolk,VA,23505-3703,36.912722,-76.251986,,Centennial,Virginia Beach,Open
5490,"San Antonio-New Braunfels, TX",9005 Fm 1560 N,San Antonio,TX,78254-0000,29.525407,-98.719493,,NHM Rear,San Antonio North,Open
5491,"Albuquerque, NM",2266 Wyoming Blvd Ne,Albuquerque,NM,87112-2620,35.106834,-106.548589,Update Existing (Front),Beverage Alcove,Albuqueque,Open
5494,"Idaho Falls, ID",500 S Utah Ave,Idaho Falls,ID,83402-3305,43.492895,-112.052561,,Expansion (Centennial),Idaho Falls,Open
5497,"Watertown-Fort Drum, NY",25737 Us Route #11,Evans Mills,NY,13637-3221,44.040509,-75.844512,,Centennial,Glens Falls,Open
5499,"Cincinnati, OH-KY-IN",201 Chamber Dr,Milford,OH,45150-2516,39.159413,-84.280145,,Centennial,Cincinnati,Open
5606,"Sacramento--Roseville--Arden-Arcade, CA",1250 E Gibson Road,Woodland,CA,95776-0000,38.661335,-121.763685,,Backroom,Sacramento,Open
5608,"Vallejo-Fairfield, CA",941 Alamo Dr.,Vacaville,CA,95687-5601,38.344647,-121.995829,Customer Service,WNM Backroom,Stockton,Open
5609,"Vallejo-Fairfield, CA",501 Sereno Dr,Vallejo,CA,94589-2460,38.126511,-122.254376,,WNM Other,Sacramento,Open
5610,"San Francisco-Oakland-Hayward, CA",9100 Alcosta Blvd,San Ramon,CA,94583-3857,37.729313,-121.929191,,WNM Front Wall,San Jose,Open
5612,"Houston-The Woodlands-Sugar Land, TX",2391 S Wayside Dr,Houston,TX,77023-0000,29.716219,-95.312934,,Centennial Split,Houston Southeast,Open
5613,"Dallas-Fort Worth-Arlington, TX",2121 N Collins St,Arlington,TX,76011-2878,32.768141,-97.095539,,NHM (Other),Dallas Central,Open
5614,"Dallas-Fort Worth-Arlington, TX",4904 Colleyville Blvd,Colleyville,TX,76034-0000,32.882306,-97.157122,,WNM Front Wall Split,Dallas Central,Open
5615,"Miami-Fort Lauderdale-West Palm Beach, FL",11800 Hialeah Gardens Blvd,Hialeah Gardens,FL,33018-0000,25.881071,-80.352372,,WNM Front,Fort Lauderdale/West Palm Beach,Open
5616,"Nashville-Davidson--Murfreesboro--Franklin, TN",2421 Powell Ave,Nashville,TN,37204-4653,36.110971,-86.769373,,Long Modified Split,Nashville,Open
5622,"Tampa-St. Petersburg-Clearwater, FL",10863 Bloomingdale Ave,Riverview,FL,33578-3616,27.891862,-82.319814,,WNM Front,Tampa,Open
5623,"Pensacola-Ferry Pass-Brent, FL",334 Gulf Breeze Pkwy,Gulf Breeze,FL,32561-4492,30.365389,-87.168537,,Other (Non-Proto),Pensacola,Open
5624,"Dallas-Fort Worth-Arlington, TX",13100 Josey Ln,Farmers Branch,TX,75234-6351,32.923571,-96.880003,,WNM FET4 Future Proof,Dallas North,Open
5625,"Minneapolis-St. Paul-Bloomington, MN-WI",1200 Shingle Creek Crossing,Brooklyn Center,MN,55430-0000,45.056368,-93.316262,,Centennial Plus,Minneapolis South,Open
5626,"Tucson, AZ",1260 East Tucson Marketplace B,Tucson,AZ,85713-0000,32.185761,-110.953434,,Split Backroom,Tucson,Open
5628,"Seattle-Tacoma-Bellevue, WA",19191 N Kelsey Street,Monroe,WA,98272-0000,47.865791,-121.972221,Update Existing (Front),Split Backroom,Seattle,Open
5633,"Fresno, CA",1830 Shaw Ave,Clovis,CA,93611-0000,36.807137,-119.680896,,Modified Split,Fresno,Open
5641,"Los Angeles-Long Beach-Anaheim, CA",1000 E Imperial Hwy,La Habra,CA,90631-7452,33.916183,-117.934867,,SC Other,Los Angeles,Open
5653,"Daphne-Fairhope-Foley, AL",25241 Perdido Beach Blvd Ste W,Orange Beach,AL,36561-3102,30.269256,-87.594288,,,Pensacola,Open
5657,"Dallas-Fort Worth-Arlington, TX",3100 Custer Rd,Plano,TX,75075-2060,33.039497,-96.731398,,WNM Other,Dallas Northeast,Open
5667,"Milwaukee-Waukesha-West Allis, WI",222 N Chicago Ave,South Milwaukee,WI,53172-0000,42.927796,-87.862712,,HEP,Milwaukee,Open
5668,"Milwaukee-Waukesha-West Allis, WI",5301 S. 76th St,Greendale,WI,53129-1128,42.947896,-88.010991,,Other (Non-Proto),Milwaukee,Open
5670,"Tampa-St. Petersburg-Clearwater, FL",2171 Gulf To Bay Blvd. Buildin,Clearwater,FL,33765-0000,27.959276,-82.748284,,WNM Fresh Backroom,Tampa,Open
5671,"Miami-Fort Lauderdale-West Palm Beach, FL",13600 Sw 288th St,Homestead,FL,33033-1905,25.496881,-80.411158,,Split Backroom,Fort Lauderdale/West Palm Beach,Open
5672,"Dallas-Fort Worth-Arlington, TX",2662 W Lucas Rd,Lucas,TX,75002-0000,33.088503,-96.618667,,Centennial Plus,Dallas Northeast,Open
5673,"Dallas-Fort Worth-Arlington, TX",8015 Woodbridge Parkway,Sachse,TX,75048-0000,32.991599,-96.574452,,Split Backroom,Dallas Northeast,Open
5678,"Seattle-Tacoma-Bellevue, WA",17222 Highway 99,Lynnwood,WA,98037-3170,47.842328,-122.299477,,NHM Front Wall,Seattle,Open
5683,"Sacramento--Roseville--Arden-Arcade, CA",8455 Elk Grove Blvd,Elk Grove,CA,95758-9573,38.410207,-121.392021,,WNM Other,Sacramento,Open
5684,"San Diego-Carlsbad, CA",8810 Grossmont Blvd,La Mesa,CA,91942-9027,32.775105,-117.007724,,Backroom,San Diego,Open
5686,"Los Angeles-Long Beach-Anaheim, CA",1301 N Victory Pl,Burbank,CA,91502-1649,34.188201,-118.325191,,Modified Split Backroom,Los Angeles,Open
5689,"Los Angeles-Long Beach-Anaheim, CA",3875 Rancho Vista Boulevard,Palmdale,CA,93551-0000,34.614162,-118.200097,,WNM 41 Backroom (TEST),Los Angeles,Open
5691,"Riverside-San Bernardino-Ontario, CA",1445 East Foothill Blvd,Upland,CA,91786-4054,34.108507,-117.629659,,WNM Other,Los Angeles,Open
5700,"Tyler, TX",2151 Frankston Highway,Tyler,TX,75701-0000,32.326706,-95.316702,Customer Service Desk,NHM Rear,Dallas East,Open
5701,"Fresno, CA",14061 W. Whitesbridge Avenue,Kerman,CA,93630-0000,36.732679,-120.044129,,Split Backroom,Fresno,Open
5702,"Lubbock, TX",9809 University Ave,Lubbock,TX,79423-5301,33.504484,-101.868925,Customer Service Desk,WNM Rear Split,Northwest TX,Open
5703,"Huntsville, AL",8580 Hwy 72 W,Madison,AL,35758-0000,34.751176,-86.773609,,Centennial Plus,Huntsville,Open
5705,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",545 Garden City Connector,Garden City Beach,SC,29576-7847,33.588141,-79.011716,,Trifecta Modified Split,Myrtle Beach,Open
5706,"Little Rock-North Little Rock-Conway, AR",700 Bowman Rd,Little Rock,AR,72211-0000,34.748298,-92.410519,,Centennial Split High,Little Rock,Open
5707,"Dallas-Fort Worth-Arlington, TX",11700 Us Highway 380,Cross Roads,TX,76227-0000,33.228007,-96.984024,,Centennial Split High,Dallas North,Open
5709,"Atlanta-Sandy Springs-Roswell, GA",4949 Bill Gardner Pkwy,Locust Grove,GA,30248-2910,33.358138,-84.120553,Update Existing (Front),Split Backroom,Atlanta South,Open
5710,"Modesto, CA",3848 Mchenry Ave,Modesto,CA,95356-1586,37.694501,-120.991866,,Other (Non-Proto),Modesto,Open
5713,"Laredo, TX",2615 Ne Bob Bullock Loop,Laredo,TX,78045-6785,27.610873,-99.462312,,Centennial Split High,Laredo,Open
5715,"Abilene, TX",1619 Ambler Avenue,Abilene,TX,79601-0000,32.473542,-99.738532,Customer Service Desk,NHM Rear,Abilene,Open
5716,"Huntsville, AL",9020 Bailey Cove Rd Se,Huntsville,AL,35802-4002,34.647306,-86.541579,,WNM Rear Split,Huntsville,Open
5717,"El Paso, TX",7831 Paseo Del Norte Blvd- Ste,El Paso,TX,79912-8001,31.88504,-106.577616,,World Class Pickup,El Paso,Open
5719,"Miami-Fort Lauderdale-West Palm Beach, FL",14720 Sw 26th St.,Miami,FL,33185-0000,25.741391,-80.432707,,WNM Front,Fort Lauderdale/West Palm Beach,Open
5722,"New Orleans-Metairie, LA",3265 Manhattan Blvd,Harvey,LA,70058-5112,29.861674,-90.044996,,WNM Modified CSD,Thibodaux,Open
5726,"Alamogordo, NM",2401 Indian Wells Road,Alamogordo,NM,88310-0000,32.916471,-105.930635,,WNM Rear Split,Las Cruces,Open
5727,"North Port-Sarasota-Bradenton, FL",5810 Ranch Lake Blvd,Bradenton,FL,34202-0000,27.436785,-82.457047,Tenant,Split Backroom,Sarasota,Open
5728,"Evansville, IN-KY",8599 High Pointe Dr,Newburgh,IN,47630-7938,37.978676,-87.407588,,Centennial,Evansville,Open
5731,Remaining US,2533 Germanna Hwy,Locust Grove,VA,22508-0000,38.371732,-77.767965,,HEP,Fredericksburg,Open
5734,"Kingsport-Bristol-Bristol, TN-VA",750 Lynn Garden Dr,Kingsport,TN,37660-0000,36.562838,-82.567559,Customer Service Desk,NHM Rear,Kingsport,Open
5735,"Augusta-Richmond County, GA-SC",5010 Steiner Way,Grovetown,GA,30813-5010,33.481819,-82.195931,,Split Backroom,Augusta,Open
5738,"Fayetteville-Springdale-Rogers, AR-MO",3553 E Robinson Ave,Springdale,AR,72764-0218,36.164109,-94.091717,,WNM Modified CSD,Northwest Arkansas,Open
5740,"Mobile, AL",2570 Government Blvd,Mobile,AL,36606-0000,30.669712,-88.105083,,WNM Rear,Mobile,Open
5741,"Orlando-Kissimmee-Sanford, FL",9047 Curry Ford Road,Orlando,FL,32825-7604,28.511211,-81.258603,,WNM Front Split,Orlando,Open
5743,"Raleigh, NC",5141 Nc Highway 42 W,Garner,NC,27529-8418,35.608001,-78.555405,,Centennial Split High,Raleigh,Open
5744,"Mobile, AL",7320 Theodore Dawes Rd,Theodore,AL,36582-0000,30.563659,-88.213981,,NHM Rear,Mobile,Open
5745,"Charlotte-Concord-Gastonia, NC-SC",175 Highway 274,Lake Wylie,SC,29710-6045,35.121701,-81.085064,,Centennial Split,Tega Cay,Open
5748,"Des Moines-West Des Moines, IA",2150 E 1st St,Grimes,IA,50111-7606,41.685681,-93.771404,,Expansion (Split Backroom),Des Moines North,Open
5751,"Salinas, CA",1375 N Davis Rd.,Salinas,CA,93907-0000,36.705873,-121.668832,,Split Backroom,San Jose,Open
5754,"Virginia Beach-Norfolk-Newport News, VA-NC",4670 Casey Blvd,Williamsburg,VA,23188-2879,37.275613,-76.751323,,WNM FET4 Future Proof,Virginia Beach,Open
5763,"Salt Lake City, UT",3590 W. South Jordan Pkwy,South Jordan,UT,84095-8916,40.563144,-111.975205,,Other (Non-Proto),Salt Lake City,Open
5764,"Dallas-Fort Worth-Arlington, TX",2401 Avondale Haslet Road,Fort Worth,TX,76052-3221,32.967446,-97.411477,,Expansion (Centennial),Dallas West,Open
5767,"Indianapolis-Carmel-Anderson, IN",9354 Ambleside Drive,Fishers,IN,46038-0000,39.980997,-86.001516,,WNM Backroom,Indianapolis,Open
5769,"Dothan, AL",3871 West Main Street,Dothan,AL,36305-0000,31.231958,-85.450808,,WNM Backroom,Dothan,Open
5771,"Pensacola-Ferry Pass-Brent, FL",1525 E Nine Mile Road,Pensacola,FL,32514-0000,30.531472,-87.232322,,NHM Rear,Pensacola,Open
5772,"Homosassa Springs, FL",1936 N. Lecanto Hwy,Lecanto,FL,34461-0000,28.891252,-82.489485,,Expansion (Full),Tampa,Open
5773,"Lafayette, LA",1201 Parkview Drive,New Iberia,LA,70563-0000,30.001069,-91.797421,,WNM Rear,Lafayette,Open
5774,"Houma-Thibodaux, LA",6411 W Park Ave,Houma,LA,70364-2238,29.623667,-90.747928,Customer Service,WNM Front Split,Thibodaux,Open
5776,"Gulfport-Biloxi-Pascagoula, MS",6412 Washington Avenue,Ocean Springs,MS,39564-0000,30.434844,-88.828825,Customer Service Desk,NHM Rear,Gulfport,Open
5777,"Worcester, MA-CT",450 Providence Road,Brooklyn,CT,06234-1504,41.799019,-71.913375,,Split Backroom,Hartford,Open
5779,Remaining US,16375 Merchant Ln,King George,VA,22485-5655,38.351997,-77.057343,,Long Modified Split,Fredericksburg,Open
5780,"Paragould, AR",2600 Linwood Dr,Paragould,AR,72450-6125,36.030151,-90.523195,,WNM Rear Split,NE Arkansas,Open
5782,"Las Cruces, NM",150 N Sonoma Ranch Blvd,Las Cruces,NM,88001-0000,32.328121,-106.721759,Customer Service Desk,WNM Rear Split,Las Cruces,Open
5786,"Atlanta-Sandy Springs-Roswell, GA",1100 Old Philadelphia Rd,Jasper,GA,30143-4045,34.476216,-84.460079,,Split Backroom,Atlanta North,Open
5787,"Fayetteville, NC",4545 Fayetteville Rd,Raeford,NC,28376-7998,35.009671,-79.175242,,Trifecta Modified Split,Fayetteville,Open
5789,"Hot Springs, AR",1640 Airport Road,Hot Springs,AR,71913-0000,34.468587,-93.141385,,WNM Rear,NE Arkansas,Open
5790,"Hot Springs, AR",1544 Malvern Ave,Hot Springs,AR,71901-0000,34.494271,-93.040121,,WNM Rear,NE Arkansas,Open
5791,"Pittsburg, KS",1011 East Centennial Drive,Pittsburg,KS,66762-0000,37.383359,-94.687381,,STS Room,Joplin,Open
5795,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",800 Commons Dr,Oxford,PA,19363-1247,39.796823,-75.979062,,Centennial Split,Philadelphia,Open
5797,"Albany, GA",262 Cordele Rd,Albany,GA,31705-2407,31.578974,-84.086699,,Split Backroom,Albany-GA,Open
5799,"Tucson, AZ",2711 S. Houghton Rd,Tucson,AZ,85730-9006,32.190893,-110.770299,,Tenant,Tucson,Open
5805,"Oklahoma City, OK",3571 W. Rock Creek Road,Norman,OK,73069-0000,35.248406,-97.493277,,WNM FET4 Future Proof,OKC South,Open
5807,"Los Angeles-Long Beach-Anaheim, CA",2100 N Long Beach Blvd,Compton,CA,90221-1252,33.910022,-118.208176,,Other (Non-Proto),Irvine,Open
5810,"Dallas-Fort Worth-Arlington, TX",7075 W Wheatland Rd,Dallas,TX,75249-0000,32.649651,-96.944426,,Split Backroom,Dallas South,Open
5812,Remaining US,97 Commerce Drive,Blue Ridge,GA,30513-0000,34.877044,-84.325771,,Tenant,Atlanta North,Open
5814,"Atlanta-Sandy Springs-Roswell, GA",2200 Holly Springs Parkway,Holly Springs,GA,30115-0000,34.185405,-84.504433,,Centennial Plus,Atlanta North,Open
5816,"Jacksonville, FL",1650 San Pablo Rd S,Jacksonville,FL,32224-1036,30.318402,-81.450489,,WNM Rear,Jacksonville,Open
5823,"Dallas-Fort Worth-Arlington, TX",6185 Retail Rd,Dallas,TX,75231-7807,32.862843,-96.754719,Update Existing (Front),Split Backroom High,Dallas Northeast,Open
5824,"Dallas-Fort Worth-Arlington, TX",1951 Military Parkway,Mesquite,TX,75149-0000,32.769394,-96.628613,,NHM Rear,Dallas Northeast,Open
5828,"Pueblo, CO",2730 S. Prairie Ave.,Pueblo,CO,81005-0000,38.219881,-104.641615,,WNM Rear,Colorado Springs,Open
5829,"Danville, VA",211 Nor Dan Dr Unit 1010,Danville,VA,24540-1657,36.627419,-79.399419,,WNM Rear,Danville,Open
5832,"New Orleans-Metairie, LA",3009 E Causeway Approach,Mandeville,LA,70448-3510,30.372529,-90.077311,Customer Service,,"New Orleans North
",Open
5835,"Phoenix-Mesa-Scottsdale, AZ",34399 N Cave Creek Rd,Cave Creek,AZ,85331-5134,33.796641,-111.962216,,Long Modified Split,Phoenix West,Open
5837,"Fayetteville-Springdale-Rogers, AR-MO",5000 Pauline Whitaker Parkway,Rogers,AR,72758-9104,36.295607,-94.185949,Customer Service,WNM (Other),Northwest Arkansas,Open
5839,"Medford, OR",3615 Crater Lake Hwy,Medford,OR,97504-0000,42.367023,-122.859597,,Split Backroom,Grants Pass,Open
5840,"Tulsa, OK",12912 E 86th St N,Owasso,OK,74055-8608,36.276611,-95.828884,,NHM Front Wall Split,Tulsa,Open
5841,"Boise City, ID",5001 N. Ten Mile Rd.,Meridian,ID,83646-0000,43.650305,-116.436398,,Stockroom Middle High,Boise City,Open
5842,"Detroit-Warren-Dearborn, MI",14900 Dix Toledo Rd,Southgate,MI,48195-2580,42.201611,-83.210725,,Centennial Split,Detroit,Open
5843,"Modesto, CA",1030 Sperry Ave,Patterson,CA,95363-0000,37.462266,-121.142722,,Split Backroom,Modesto,Open
5844,"Detroit-Warren-Dearborn, MI",29574 7 Mile Rd,Livonia,MI,48152-1910,42.430649,-83.339865,,Split Backroom High,Detroit,Open
5845,"Crestview-Fort Walton Beach-Destin, FL",1300 John Sims Pkwy E,Niceville,FL,32578-2208,30.517349,-86.460288,,Split Backroom,Panama City,Open
5847,"Richmond, VA",1950 Anderson Hwy,Powhatan,VA,23139-0000,37.514563,-77.776035,,Trifecta Modified Split,Richmond,Open
5851,"Greenville, NC",4600 E. 10th St,Greenville,NC,27858-0849,35.580506,-77.306007,Update Existing (Front),Split Backroom,Elizabeth City,Open
5853,"Longview, WA",3715 Ocean Beach Hwy 2,Longview,WA,98632-4801,46.153048,-122.983962,,Split Backroom,Olympia,Open
5857,"Columbus, OH",50 E Schrock Rd,Westerville,OH,43081-2915,40.111341,-82.924041,,Long Modified Split,Columbus-OH,Open
